Day of month,Date,Vent Temperature,Ambient Temperature,Difference in Temperature,Vent Open/Closed,Power(W),Energy(kWh),Total Energy(kWh)
27,"Mar 27, 2017 14:08:11",7.625,0.937,6.688,False,0,0,0
27,"Mar 27, 2017 14:09:11",7.625,0.937,6.688,False,0,0,0
27,"Mar 27, 2017 14:10:11",7.562,0.937,6.625,False,0,0,0
27,"Mar 27, 2017 14:11:11",7.5,0.937,6.563,False,0,0,0
27,"Mar 27, 2017 14:12:11",7.437,1.0,6.437,False,0,0,0
27,"Mar 27, 2017 14:13:11",7.375,1.0,6.375,False,0,0,0
27,"Mar 27, 2017 14:14:11",7.312,1.062,6.25,False,0,0,0
27,"Mar 27, 2017 14:15:11",7.25,1.062,6.188,False,0,0,0
27,"Mar 27, 2017 14:16:11",7.187,1.062,6.125,False,0,0,0
27,"Mar 27, 2017 14:17:11",7.125,1.062,6.063,False,0,0,0
27,"Mar 27, 2017 14:18:11",7.062,1.062,6.0,False,0,0,0
27,"Mar 27, 2017 14:19:11",7.0,1.062,5.938,False,0,0,0
27,"Mar 27, 2017 14:20:11",7.0,1.0,6.0,False,0,0,0
27,"Mar 27, 2017 14:21:11",6.937,0.937,6.0,False,0,0,0
27,"Mar 27, 2017 14:22:11",6.875,0.937,5.938,False,0,0,0
27,"Mar 27, 2017 14:23:11",6.875,0.937,5.938,False,0,0,0
27,"Mar 27, 2017 14:24:12",6.875,0.937,5.938,False,0,0,0
27,"Mar 27, 2017 14:25:12",6.812,0.937,5.875,False,0,0,0
27,"Mar 27, 2017 14:26:12",6.75,1.0,5.75,False,0,0,0
27,"Mar 27, 2017 14:27:12",6.75,1.0,5.75,False,0,0,0
27,"Mar 27, 2017 14:28:12",6.687,1.0,5.687,False,0,0,0
27,"Mar 27, 2017 14:29:12",6.625,1.062,5.563,False,0,0,0
27,"Mar 27, 2017 14:30:12",6.562,1.062,5.5,False,0,0,0
27,"Mar 27, 2017 14:31:12",6.5,1.062,5.438,False,0,0,0
27,"Mar 27, 2017 14:32:12",6.437,1.0,5.437,False,0,0,0
27,"Mar 27, 2017 14:33:12",6.437,1.0,5.437,False,0,0,0
27,"Mar 27, 2017 14:34:12",6.375,1.0,5.375,False,0,0,0
27,"Mar 27, 2017 14:35:12",6.375,1.0,5.375,False,0,0,0
27,"Mar 27, 2017 14:36:12",6.312,1.0,5.312,False,0,0,0
27,"Mar 27, 2017 14:37:12",6.312,1.0,5.312,False,0,0,0
27,"Mar 27, 2017 14:38:12",6.25,1.0,5.25,False,0,0,0
27,"Mar 27, 2017 14:39:12",6.25,1.0,5.25,False,0,0,0
27,"Mar 27, 2017 14:40:12",6.187,1.0,5.187,False,0,0,0
